ath_gene	osa_gene
AT5G58110	Os06g0703800
AT2G38025	Os03g0266000
AT2G38090	Os01g0853700
AT4G11450	Os10g0550750
AT2G39450	Os01g0837800
AT5G42390	Os06g0625400
AT5G53850	Os11g0484000
AT1G64980	Os10g0516400
AT4G37300	Os05g0451300
AT2G45790	Os04g0682300
AT5G50230	Os03g0746600
AT3G24430	Os01g0719700
AT1G53710	Os03g0397300
AT3G20475	Os05g0498300
AT4G20380	Os12g0611000
AT3G12150	Os02g0195000
AT3G15410	Os02g0826600
AT4G16130	Os02g0141300
AT1G58110	Os12g0194600
AT1G29070	Os01g0805000
AT2G14110	Os03g0737400
AT2G26210	Os07g0618600
AT3G62140	Os01g0321800
AT3G22850	Os03g0744600
AT1G54380	Os11g0293300
AT4G35520	Os09g0551900
AT1G17760	Os12g0571900
AT4G36750	Os10g0436800
AT1G03110	Os03g0746800
AT4G34020	Os05g0519600
AT1G72050	Os02g0116000
AT2G35110	Os08g0544500
AT4G36810	Os07g0580900
AT4G40050	Os09g0470900
AT4G39970	Os08g0485900
AT1G06740	Os12g0597300
AT2G36230	Os05g0400800
AT1G08710	Os01g0814700
AT1G29690	Os01g0748900
AT5G54590	Os08g0138700
AT3G06540	Os01g0269100
AT3G54300	Os08g0558600
AT3G49500	Os01g0527600
AT1G56690	Os03g0317100
AT5G62710	Os12g0638100
AT1G09420	Os03g0318500
AT5G22875	Os04g0165500
AT2G30070	Os06g0671000
AT2G26890	Os10g0575200
AT5G03540	Os11g0157400
AT2G37730	Os03g0269900
AT3G02660	Os01g0500900
AT1G06330	Os01g0758000
AT2G26000	Os02g0182900
AT4G28570	Os02g0621800
AT2G45320	Os06g0571300
AT4G15890	Os12g0548100
AT2G32600	Os03g0263500
AT4G31810	Os10g0552900
AT5G40250	Os06g0233200
AT4G31750	Os02g0149800
AT1G02080	Os10g0556700
AT1G18190	Os04g0652500
AT1G34350	Os08g0104100
AT4G34660	Os10g0512700
AT4G29520	Os06g0150400
AT5G13300	Os09g0510700
AT1G75330	Os02g0704800
AT4G20260	Os02g0285300
AT2G04790	Os02g0588600
AT5G12920	Os02g0591600
AT2G03070	Os03g0423800
AT5G15010	Os01g0816000
AT4G38160	Os08g0515800
AT4G33760	Os01g0153400
AT5G55940	Os04g0270200
AT4G38900	Os08g0543900
AT2G26660	Os06g0603600
AT2G39130	Os02g0101000
AT4G11130	Os04g0465700
AT2G27470	Os09g0568200
AT1G68650	Os08g0433100
AT5G17370	Os07g0108000
AT5G60460	Os11g0104050
AT5G20870	Os03g0397600
AT4G05150	Os07g0556300
AT1G16610	Os01g0959000
AT1G18640	Os11g0629500
AT5G12900	Os08g0508100
AT2G03140	Os09g0436800
AT1G14140	Os04g0449000
AT1G10830	Os12g0405200
AT2G22540	Os03g0186600
AT1G13250	Os04g0530900
AT4G08390	Os04g0434800
AT3G20050	Os04g0551800
AT1G64150	Os01g0221700
AT5G51510	Os10g0508600
AT4G31290	Os02g0465900
AT5G20600	Os04g0658600
AT3G16565	Os01g0120400
AT1G18440	Os01g0693900
AT4G02610	Os03g0797000
AT3G55140	Os01g0546800
AT1G57600	Os05g0144000
AT5G02060	Os09g0249400
AT5G50330	Os01g0904200
AT4G37200	Os03g0767500
AT3G12120	Os02g0716500
AT1G07745	Os09g0104200
AT5G42290	Os03g0133100
AT1G08820	Os01g0936800
AT5G62090	Os06g0126000
AT3G05740	Os11g0672700
AT2G27800	Os01g0747600
AT2G33540	Os11g0521900
AT3G57680	Os06g0318600
AT2G27090	Os03g0321500
AT4G03430	Os10g0498600
AT4G40020	Os03g0189300
AT2G43250	Os04g0490700
AT1G72020	Os04g0432600
AT4G34050	Os06g0165800
AT1G09060	Os03g0346700
AT4G35550	Os01g0818400
AT4G36720	Os07g0568400
AT4G28300	Os01g0754500
AT4G17510	Os02g0654500
AT1G09450	Os07g0637600
AT1G27910	Os01g0901000
AT4G34460	Os03g0669200
AT3G22670	Os03g0746400
AT2G17120	Os09g0548200
AT1G80030	Os02g0804500
AT2G43790	Os06g0154500
AT5G55710	Os02g0726600
AT3G54350	Os03g0800800
AT1G08800	Os10g0414800
AT5G11280	Os01g0555300
AT1G53670	Os06g0472000
AT1G51405	Os03g0216900
AT3G19630	Os03g0202300
AT3G20660	Os04g0631100
AT3G12100	Os02g0832700
AT4G20770	Os02g0167200
AT1G01910	Os09g0521500
AT2G26460	Os11g0146700
AT5G42810	Os04g0661200
AT1G53800	Os10g0198600
AT3G15260	Os07g0507000
AT5G42750	Os09g0459500
AT3G10970	Os05g0168300
AT3G60400	Os07g0409400
AT5G04830	Os01g0965900
AT3G08880	Os04g0445400
AT3G12960	Os08g0104400
AT5G19180	Os01g0271500
AT4G01030	Os05g0586900
AT1G53090	Os01g0725800
AT3G55070	Os05g0160100
AT3G05330	Os02g0459300
AT4G37010	Os07g0618800
AT1G16770	Os02g0140800
AT1G64960	Os03g0616500
AT5G59340	Os01g0840300
AT5G45040	Os07g0567400
AT2G07050	Os02g0139700
AT1G34320	Os05g0430300
AT5G64630	Os08g0108200
AT4G31720	Os09g0431500
AT3G52115	Os06g0613400
AT5G20650	Os09g0440700
AT2G06025	Os03g0177000
AT5G15250	Os06g0229066
AT3G16350	Os01g0187900
AT1G79930	Os01g0180800
AT5G62940	Os02g0707200
AT2G30490	Os05g0320700
AT2G17975	Os04g0110600
AT2G41610	Os03g0253600
AT4G02260	Os03g0340900
AT5G51880	Os03g0119000
AT1G52340	Os03g0810800
AT1G20080	Os02g0448400
AT2G44860	Os07g0292800
AT3G02460	Os08g0412600
AT5G37020	Os04g0671900
AT1G48380	Os07g0172200
AT1G09870	Os03g0818100
AT5G55470	Os06g0318500
AT2G19580	Os06g0572400
AT5G01230	Os06g0704900
AT5G13570	Os02g0805900
AT1G70820	Os06g0476200
AT5G40200	Os06g0234100
AT4G12740	Os12g0211400
AT1G34300	Os03g0838100
AT4G20410	Os04g0618500
AT3G09310	Os11g0706100
AT5G14880	Os06g0625900
AT1G79480	Os09g0560850
AT3G20020	Os10g0489100
AT4G15475	Os11g0641200
AT2G23450	Os03g0225700
AT2G39080	Os01g0367100
AT5G45170	Os12g0630700
AT3G18830	Os07g0582400
AT5G26340	Os03g0218400
AT2G47760	Os01g0172000
AT5G17520	Os04g0602400
AT4G13930	Os11g0455800
AT2G18410	Os03g0201700
AT5G16280	Os03g0786900
AT2G16440	Os01g0544450
AT3G09580	Os07g0626800
AT1G65840	Os04g0671300
AT5G06990	Os01g0806400
AT3G24530	Os02g0266300
AT3G54940	Os07g0480900
AT1G10740	Os05g0408300
AT3G63120	Os05g0398000
AT3G10540	Os01g0872800
AT5G52180	Os06g0129000
AT5G17620	Os01g0869500
AT5G42480	Os02g0122400
AT5G66960	Os09g0453700
AT2G42240	Os06g0687500
AT3G60370	Os07g0490400
AT5G07950	Os03g0213200
AT5G23100	Os05g0577100
AT4G35420	Os09g0493500
AT3G46740	Os03g0271200
AT5G66100	Os03g0156500
AT3G49400	Os01g0702400
AT1G74110	Os07g0603700
AT4G17260	Os02g0105400
AT3G06440	Os01g0328900
AT5G23960	Os03g0347900
AT3G62360	Os01g0300600
AT5G48690	Os08g0526700
AT5G13800	Os06g0354700
AT5G39980	Os01g0833000
AT5G49660	Os12g0632900
AT1G16880	Os08g0242700
AT5G66120	Os09g0539100
AT3G51010	Os05g0126200
AT1G70570	Os02g0131200
AT1G10330	Os05g0271900
AT5G64530	Os02g0555300
AT3G03990	Os03g0203200
AT1G26180	Os02g0326000
AT3G16670	Os03g0341600
AT1G72560	Os07g0613300
AT1G24340	Os01g0901700
AT1G17130	Os01g0588700
AT3G09720	Os07g0647900
AT1G05970	Os07g0256200
AT5G23120	Os06g0729650
AT5G46110	Os01g0239200
AT5G17870	Os11g0550800
AT1G70350	Os01g0738000
AT5G04910	Os01g0265700
AT5G11490	Os01g0626100
AT5G09270	Os01g0861000
AT2G25760	Os01g0744300
AT5G15802	Os03g0414400
AT3G26100	Os12g0284000
AT2G37920	Os02g0564300
AT5G27990	Os08g0508600
AT3G54090	Os01g0851000
AT1G55790	Os09g0479400
AT3G49650	Os03g0773600
AT1G53570	Os11g0207200
AT5G49890	Os01g0876100
AT1G65900	Os03g0120000
AT2G45670	Os06g0712300
AT3G58170	Os02g0820700
AT3G29010	Os08g0435800
AT1G22770	Os01g0182600
AT5G35410	Os06g0606000
AT4G17610	Os03g0100500
AT3G13490	Os02g0623500
AT4G29420	Os01g0193500
AT3G01440	Os07g0105600
AT4G17380	Os07g0486000
AT3G54670	Os12g0641500
AT5G01990	Os01g0818000
AT1G79750	Os01g0723400
AT4G09140	Os01g0958900
AT5G53220	Os01g0221300
AT5G14410	Os01g0938400
AT4G26330	Os03g0158700
AT3G48470	Os02g0598800
AT1G79810	Os05g0275700
AT5G63950	Os04g0692750
AT4G10180	Os01g0104600
AT1G08570	Os07g0684100
AT3G11820	Os03g0787000
AT2G39760	Os07g0101400
AT5G16490	Os06g0606401
AT2G01350	Os09g0553600
AT1G14360	Os06g0593100
AT2G38250	Os04g0602300
AT5G59950	Os03g0278300
AT1G19340	Os03g0198900
AT5G62570	Os03g0436300
AT4G02510	Os05g0151400
AT4G04920	Os10g0498700
AT2G27350	Os04g0414100
AT5G12340	Os03g0356526
AT1G65920	Os04g0583700
AT4G29400	Os01g0558800
AT1G31790	Os07g0244400
AT1G11880	Os12g0498700
AT3G56010	Os03g0293100
AT5G49210	Os11g0148600
AT2G33640	Os04g0585100
AT4G16444	Os06g0198700
AT5G51410	Os07g0456400
AT1G71190	Os01g0962200
AT5G49020	Os07g0671700
AT3G07100	Os04g0129500
AT3G11670	Os02g0539100
AT3G16940	Os07g0490200
AT1G55250	Os10g0565600
AT1G15820	Os04g0457000
AT4G22130	Os02g0190500
AT3G16850	Os11g0658800
AT4G28940	Os05g0228000
AT2G44360	Os09g0553800
AT4G12830	Os01g0919700
AT5G16690	Os10g0402200
AT1G17080	Os01g0667100
AT2G10940	Os06g0643500
AT4G19170	Os02g0704000
AT2G31170	Os09g0556500
AT5G21920	Os03g0178200
AT4G18975	Os07g0545900
AT3G13882	Os01g0571200
AT3G14250	Os08g0451800
AT4G36930	Os02g0805250
AT1G05440	Os03g0747100
AT3G55360	Os01g0150000
AT3G20390	Os07g0516200
AT5G33280	Os08g0300300
AT2G32520	Os01g0531500
AT3G17000	Os03g0308000
AT1G68370	Os01g0512100
AT3G51790	Os10g0545800
AT5G48655	Os09g0504700
AT3G48820	Os02g0118400
AT1G73040	Os05g0541800
AT2G22640	Os02g0829900
AT4G11270	Os06g0331300
AT2G39270	Os04g0671100
AT4G03115	Os12g0533800
AT2G36990	Os08g0242800
AT5G63840	Os03g0216600
AT3G17020	Os05g0157200
AT1G73170	Os06g0155600
AT5G18110	Os03g0262400
AT3G13690	Os01g0602800
AT1G65032	Os02g0695700
AT5G52030	Os08g0545700
AT5G02370	Os05g0459400
AT1G78770	Os03g0236966
AT5G20520	Os07g0608300
AT5G28750	Os03g0634000
AT2G32500	Os03g0110900
AT5G66150	Os10g0140200
AT2G03590	Os12g0502800
AT3G17210	Os01g0516600
AT5G13710	Os07g0206700
AT4G19040	Os02g0102800
AT1G15215	Os09g0346900
AT2G31040	Os01g0673800
AT4G24990	Os04g0393300
AT1G77120	Os11g0210300
AT5G11860	Os03g0850100
AT5G25630	Os01g0228400
AT1G48880	Os05g0426300
AT2G26560	Os09g0462400
AT3G27640	Os03g0699100
AT3G54470	Os01g0951200
AT4G15560	Os05g0408900
AT1G20270	Os10g0497800
AT1G71440	Os05g0105300
AT1G34670	Os06g0221000
AT3G48670	Os01g0633200
AT2G22125	Os06g0223800
AT5G21160	Os01g0266000
AT4G14870	Os04g0306750
AT1G50170	Os02g0296800
AT4G14145	Os03g0288400
AT5G17400	Os11g0661300
AT4G33080	Os01g0186700
AT3G23160	Os04g0169500
AT1G52900	Os07g0566800
AT1G08320	Os11g0152700
AT3G07150	Os01g0918400
AT1G28560	Os01g0912600
AT4G13700	Os08g0280100
AT4G16270	Os08g0302000
AT2G12646	Os02g0183000
AT1G56590	Os05g0383100
AT1G62790	Os06g0686400
AT3G13860	Os05g0540300
AT3G28760	Os03g0170300
AT5G04740	Os12g0152700
AT3G23900	Os01g0101600
AT2G30590	Os12g0597700
AT3G11710	Os03g0586800
AT4G14147	Os03g0848300
AT5G63920	Os03g0165000
AT3G22320	Os01g0805800
AT1G73990	Os02g0728100
AT1G79720	Os09g0423500
AT5G54140	Os04g0521800
AT4G35870	Os03g0137400
AT1G53320	Os05g0514300
AT3G57290	Os07g0222300
AT2G02150	Os06g0565000
AT4G04950	Os10g0500700
AT2G40740	Os05g0321900
AT1G22610	Os04g0691800
AT5G55570	Os01g0762300
AT1G53300	Os01g0218200
AT1G31817	Os03g0385900
AT5G42310	Os07g0548300
AT2G38010	Os01g0624000
AT5G14260	Os12g0236900
AT3G48940	Os04g0533300
AT5G13470	Os01g0939400
AT3G22300	Os12g0517200
AT2G01320	Os01g0121700
AT4G27745	Os12g0484700
AT1G33410	Os02g0142500
AT1G79580	Os02g0252200
AT1G62250	Os03g0744700
AT3G52430	Os11g0195500
AT4G13720	Os10g0457500
AT3G49600	Os03g0192800
AT3G08610	Os05g0481600
AT1G66430	Os06g0232200
AT4G25540	Os04g0682900
AT3G23920	Os03g0141200
AT1G10910	Os01g0559500
AT3G53380	Os05g0125200
AT4G24040	Os10g0521000
AT1G72390	Os10g0391100
AT5G61150	Os12g0579000
AT5G17420	Os09g0422500
AT5G42680	Os09g0463600
AT2G18510	Os10g0457000
AT1G65950	Os11g0549635
AT4G10030	Os01g0885600
AT4G29060	Os12g0541500
AT3G54850	Os06g0102700
AT1G78910	Os08g0520100
AT4G30720	Os05g0411200
AT3G54640	Os07g0182100
AT2G05910	Os03g0179700
AT5G06690	Os02g0774100
AT3G03140	Os02g0700000
AT1G08540	Os03g0271100
AT3G06850	Os01g0314100
AT2G47180	Os03g0316200
AT1G56345	Os12g0560500
AT1G06510	Os01g0696000
AT3G59660	Os09g0516900
AT2G33820	Os11g0423800
AT5G41010	Os01g0530366
AT5G24760	Os02g0637700
AT4G33030	Os05g0387200
AT5G59420	Os03g0274000
AT5G49120	Os02g0592833
AT4G01270	Os08g0151700
AT1G71090	Os08g0191000
AT5G61210	Os02g0529500
AT2G20050	Os02g0281000
AT4G38370	Os04g0224600
AT3G01470	Os02g0729700
AT1G71800	Os11g0176100
AT1G03687	Os06g0342750
AT4G23010	Os03g0118200
AT4G19490	Os04g0212200
AT1G22740	Os01g0714900
AT2G31490	Os01g0750800
AT1G15440	Os05g0519500
AT3G07890	Os08g0337700
AT2G45640	Os02g0122000
AT3G58140	Os12g0533700
AT3G07210	Os01g0917200
AT5G39680	Os05g0572900
AT5G49960	Os01g0870100
AT4G18460	Os01g0242500
AT1G71820	Os02g0749500
AT1G32310	Os10g0575950
AT3G23400	Os11g0595200
AT5G12370	Os12g0238100
AT5G06140	Os01g0862300
AT5G67470	Os03g0204100
AT3G18260	Os05g0550250
AT3G19810	Os02g0831200
AT1G65060	Os02g0697400
AT5G08110	Os02g0111900
AT4G31430	Os04g0655600
AT3G07020	Os04g0131900
AT2G19430	Os09g0363600
AT1G05670	Os07g0513200
AT4G30580	Os10g0497100
AT5G04610	Os08g0520400
AT4G10080	Os02g0558500
AT2G45190	Os02g0643200
AT3G58690	Os05g0207700
AT5G59400	Os05g0110800
AT5G42630	Os03g0766500
AT2G33800	Os03g0452300
AT5G58710	Os06g0708500
AT4G30700	Os06g0185800
ATCG00480	Os10g0355800
AT3G03070	Os08g0161700
AT5G56740	Os09g0347800
AT3G04790	Os07g0176900
AT2G34770	Os12g0628400
AT5G63420	Os02g0539600
AT4G09040	Os08g0483200
AT5G51330	Os03g0650400
AT3G49950	Os07g0589200
AT3G60340	Os10g0563000
AT4G08960	Os06g0219800
AT5G23210	Os02g0634700
AT5G19760	Os05g0208000
AT3G36659	Os11g0677400
AT1G27510	Os01g0107900
AT3G10350	Os02g0745000
AT5G07400	Os04g0403400
AT4G17910	Os03g0378200
AT4G04870	Os01g0789100
AT5G13640	Os09g0444200
AT3G54970	Os02g0252600
AT3G26000	Os04g0485800
AT2G41830	Os02g0143200
AT3G16190	Os02g0276400
AT5G46220	Os01g0210400
AT5G48040	Os02g0526600
AT4G39300	Os01g0551400
AT4G36980	Os03g0395900
AT1G01510	Os10g0533000
AT3G18380	Os06g0483900
AT5G48170	Os03g0196500
AT5G17840	Os03g0656201
AT5G44800	Os07g0497100
AT3G14110	Os01g0510600
AT3G63095	Os07g0655800
AT2G24430	Os09g0497900
AT5G45590	Os10g0579500
AT3G45300	Os05g0125500
AT1G77460	Os11g0183800
AT4G26410	Os03g0324800
AT3G25130	Os11g0458100
AT4G14950	Os01g0778700
AT5G51740	Os02g0735100
AT5G35330	Os09g0494300
AT1G14345	Os03g0170500
AT1G65620	Os05g0417000
AT4G00030	Os04g0551700
AT5G38880	Os09g0386600
AT3G07660	Os09g0261400
AT5G23890	Os03g0862100
AT1G05940	Os02g0655700
AT4G21770	Os07g0660400
AT1G48830	Os03g0297100
AT5G58470	Os01g0164400
AT5G13190	Os02g0515600
AT4G32250	Os06g0639500
AT5G58090	Os02g0139300
AT1G05850	Os09g0494200
AT3G05510	Os01g0931300
AT5G59865	Os01g0974701
AT4G30810	Os06g0186400
AT2G02050	Os03g0129900
AT2G38110	Os01g0855000
AT3G61870	Os02g0122500
AT5G63060	Os02g0321500
AT2G20210	Os12g0228900
AT5G03800	Os07g0172600
AT5G43260	Os02g0506600
AT5G25480	Os01g0612000
AT4G36630	Os03g0715500
AT4G10130	Os09g0460000
AT1G56423	Os03g0307000
AT5G11040	Os04g0502200
AT1G65420	Os02g0233333
AT2G28130	Os01g0241100
AT4G17330	Os10g0559600
AT2G20020	Os01g0495900
AT3G50685	Os10g0213700
AT4G24140	Os06g0132500
AT4G19860	Os04g0615100
AT1G56230	Os01g0347100
AT5G49150	Os09g0424701
AT4G06746	Os06g0166400
AT3G19720	Os12g0178700
AT5G35910	Os10g0437200
AT2G36690	Os08g0560000
AT1G07130	Os03g0366900
AT3G07050	Os01g0375000
AT1G19520	Os02g0611400
AT1G04280	Os05g0508800
AT3G06670	Os01g0337600
AT4G29920	Os04g0298700
AT3G13990	Os06g0206100
AT2G20000	Os06g0622500
AT4G15545	Os05g0406000
AT4G33180	Os07g0612400
AT4G28190	Os01g0780800
AT1G55535	Os07g0223700
AT1G71850	Os03g0646200
AT3G61620	Os09g0252000
AT2G20890	Os07g0558500
AT4G24690	Os02g0593700
AT4G17740	Os02g0815700
AT5G58005	Os08g0441400
AT5G25930	Os06g0557100
AT4G38500	Os06g0724300
AT2G40770	Os07g0680500
AT2G37650	Os03g0690600
AT2G42760	Os06g0550800
AT5G14910	Os05g0337400
AT1G05055	Os04g0508900
AT1G04555	Os02g0816700
AT5G45360	Os06g0709100
AT2G34260	Os07g0660700
AT3G27820	Os02g0707100
AT2G33470	Os02g0622400
AT3G48190	Os01g0106700
AT1G49430	Os11g0558300
AT2G22670	Os05g0559400
AT1G74790	Os03g0691800
AT5G23050	Os09g0380050
AT1G09730	Os05g0207900
AT3G23600	Os05g0399100
AT5G16040	Os08g0430700
AT4G29840	Os05g0549700
AT3G01820	Os08g0118900
AT4G21610	Os01g0612700
AT1G66680	Os01g0121100
AT1G77210	Os09g0322000
AT5G67090	Os05g0435800
AT5G38510	Os02g0326700
AT1G33330	Os01g0887400
AT5G63620	Os08g0109200
AT3G18770	Os11g0162000
AT3G63460	Os07g0657200
AT5G44710	Os05g0148300
AT3G58490	Os03g0805400
AT5G04410	Os02g0822400
AT4G19140	Os04g0600400
AT5G03940	Os11g0153700
AT1G77020	Os02g0555700
AT3G13170	Os03g0752200
AT5G59600	Os03g0271300
AT3G27670	Os01g0169500
AT5G26600	Os01g0290100
AT1G49980	Os03g0616300
AT3G13040	Os06g0703900
AT3G01090	Os05g0530500
AT1G09340	Os12g0420200
AT4G19070	Os07g0143600
AT3G46610	Os12g0283900
AT1G34640	Os07g0622900
AT1G27880	Os04g0486800
AT3G01800	Os04g0490400
AT3G54440	Os01g0952600
AT1G16830	Os10g0578500
AT2G13360	Os08g0502700
AT3G27090	Os05g0498700
AT3G49900	Os07g0587200
AT5G47810	Os04g0469500
AT1G74250	Os12g0502700
AT2G40765	Os07g0680300
AT3G61060	Os04g0571300
AT5G47750	Os08g0491200
AT5G63870	Os08g0513000
AT5G66460	Os01g0663300
AT5G18200	Os07g0171200
AT1G25682	Os02g0324300
AT4G08150	Os03g0727000
AT1G01880	Os09g0521900
AT1G64390	Os01g0220100
AT4G27760	Os02g0116500
AT1G76710	Os04g0429100
AT1G65650	Os02g0822200
AT5G64700	Os05g0106200
AT4G32010	Os07g0679700
AT3G63390	Os11g0616200
AT3G46510	Os03g0275900
AT1G30010	Os12g0407300
AT3G48540	Os01g0765000
AT5G10070	Os03g0195200
AT1G30220	Os07g0151200
AT5G59520	Os01g0972200
AT1G06410	Os01g0730300
AT2G21960	Os04g0639300
AT4G30930	Os05g0557800
AT5G50260	Os08g0556900
AT2G32840	Os03g0234600
AT1G64050	Os02g0265700
AT1G52520	Os02g0608300
AT3G20150	Os03g0587200
AT2G18910	Os02g0461900
AT4G13430	Os02g0125100
AT1G28120	Os08g0537800
AT4G31115	Os08g0521800
AT4G39670	Os03g0710700
AT5G10690	Os09g0431600
AT3G52720	Os02g0533300
AT1G29990	Os02g0246300
AT3G10850	Os03g0332400
AT1G10510	Os06g0237502
AT1G01770	Os07g0457300
AT5G23390	Os02g0637800
AT5G38380	Os07g0283200
AT1G43690	Os04g0421800
AT2G01440	Os02g0710800
AT2G22570	Os02g0606800
AT1G69440	Os03g0449200
AT3G02645	Os06g0179500
AT4G30480	Os10g0486900
AT1G52500	Os08g0304900
AT1G63270	Os04g0627200
AT5G66390	Os01g0543100
AT1G02180	Os02g0834300
AT1G28100	Os10g0499600
AT5G67570	Os05g0315100
AT2G21195	Os07g0265100
AT5G60150	Os12g0102700
AT4G13980	Os02g0496100
AT3G59390	Os11g0267100
AT5G24130	Os05g0586700
AT4G05460	Os02g0317300
AT4G39820	Os02g0550400
AT1G44790	Os04g0448600
AT5G27280	Os06g0724400
AT1G79430	Os06g0664800
AT5G06360	Os07g0673100
AT2G30990	Os01g0758900
AT5G62440	Os03g0187000
AT1G30755	Os06g0716000
AT1G52780	Os01g0176800
ATCG00580	Os03g0659233
AT3G02100	Os03g0757100
AT4G34100	Os06g0639100
AT2G32900	Os11g0545700
AT5G50380	Os02g0505400
AT2G30170	Os01g0164600
AT5G20920	Os07g0681000
AT5G22040	Os03g0274700
AT3G07390	Os08g0524400
AT4G34960	Os09g0537600
AT1G27410	Os01g0783400
AT1G43860	Os08g0107500
AT2G16090	Os03g0233500
AT2G47240	Os05g0132100
AT3G50790	Os02g0649400
AT2G18245	Os02g0133900
AT3G57630	Os03g0174300
AT4G38600	Os02g0101700
AT5G55640	Os03g0595200
AT1G29040	Os01g0613300
AT3G06350	Os01g0375200
AT1G14990	Os01g0606050
AT4G16835	Os08g0153600
AT4G38620	Os09g0538400
AT3G62040	Os07g0634400
AT4G27080	Os07g0524100
AT1G60430	Os02g0235000
AT1G80080	Os01g0623000
AT1G19870	Os04g0663100
AT1G24450	Os03g0854400
AT3G12050	Os08g0464000
AT5G01360	Os03g0291200
AT5G12870	Os12g0515300
AT5G65760	Os01g0767100
AT1G07615	Os11g0704300
AT1G32810	Os04g0221600
AT1G19600	Os01g0105900
AT5G55190	Os01g0611100
AT5G19130	Os01g0682200
AT2G43110	Os04g0348100
AT5G41685	Os01g0626300
AT1G03010	Os03g0347700
AT5G55125	Os11g0516100
AT5G20900	Os04g0653000
AT1G09794	Os12g0182600
AT5G10860	Os03g0737000
AT4G36530	Os02g0705100
AT2G46910	Os10g0509200
AT2G05830	Os11g0216900
AT5G12400	Os07g0661550
AT5G60100	Os03g0284100
AT2G22300	Os10g0375600
AT3G05410	Os01g0934400
AT4G38495	Os04g0274400
AT5G60960	Os07g0603900
AT1G21760	Os04g0431200
AT3G18510	Os06g0618300
AT1G18850	Os01g0112100
AT5G25580	Os01g0180700
AT1G16740	Os05g0528200
ATCG00810	Os12g0488300
AT1G66810	Os01g0645000
AT1G28150	Os04g0528100
AT3G07560	Os07g0152800
AT3G28030	Os03g0205400
AT2G36360	Os03g0835800
AT4G10760	Os02g0672600
AT5G45140	Os03g0403100
AT1G64890	Os05g0389400
AT4G04780	Os08g0135600
AT2G21150	Os09g0535300
AT2G02560	Os02g0167700
AT3G57430	Os04g0118700
AT5G50410	Os08g0531200
AT1G70190	Os05g0554100
AT3G10670	Os03g0332700
AT2G44990	Os04g0550600
AT5G67320	Os07g0405100
AT5G47680	Os02g0725600
AT1G76570	Os09g0296800
AT3G12660	Os02g0461500
AT4G39850	Os05g0107600
AT1G27380	Os11g0472600
AT4G39710	Os02g0751600
AT2G35790	Os03g0853800
AT1G32700	Os04g0591100
AT2G33570	Os02g0712500
AT1G09920	Os03g0356652
AT4G16180	Os03g0310500
AT1G64660	Os10g0517500
AT1G08125	Os02g0818700
AT3G11540	Os08g0559300
AT5G20950	Os03g0749300
AT4G20330	Os10g0397200
AT2G17020	Os03g0135400
AT3G09430	Os07g0695700
AT1G08190	Os04g0195000
AT5G64930	Os02g0770100
AT4G17830	Os02g0690800
AT2G13690	Os07g0259700
AT2G01640	Os12g0244500
AT5G05220	Os03g0334300
AT1G04690	Os02g0817500
AT4G01130	Os06g0160200
AT1G05350	Os02g0506500
AT5G62640	Os07g0192900
AT3G22190	Os03g0787200
AT1G26760	Os03g0168700
AT5G05010	Os05g0310800
AT5G58300	Os05g0480400
AT4G30310	Os02g0177900
AT3G58590	Os01g0754700
AT1G01260	Os01g0235700
AT1G59760	Os12g0279000
AT5G58320	Os01g0167900
AT1G08640	Os10g0478100
AT4G20740	Os07g0179000
AT2G23840	Os07g0170200
AT3G54540	Os03g0441500
AT5G05200	Os07g0227800
AT5G06590	Os12g0623400
AT3G55040	Os03g0283100
AT2G16710	Os12g0485500
AT5G57030	Os01g0581300
AT1G68920	Os09g0474100
AT3G12210	Os03g0728600
AT3G09980	Os04g0408600
AT5G02160	Os05g0110100
AT4G38650	Os05g0304900
AT2G16850	Os04g0233400
AT2G37500	Os03g0279400
AT4G35730	Os09g0547200
AT2G45540	Os02g0663300
AT3G22640	Os03g0793700
AT1G09160	Os03g0301700
AT4G34150	Os06g0638900
AT2G32950	Os02g0771100
AT4G18390	Os07g0152000
AT2G20390	Os04g0129600
AT5G62190	Os09g0520700
AT1G71350	Os02g0557600
AT4G39470	Os05g0182100
AT5G10490	Os03g0432900
AT5G66560	Os03g0767600
AT3G52260	Os03g0288500
AT2G28790	Os01g0839900
AT4G26680	Os10g0363500
AT5G35430	Os09g0123100
AT1G29150	Os04g0444600
AT4G30880	Os01g0800600
AT2G15680	Os09g0458700
AT1G23260	Os03g0712300
AT2G36305	Os05g0357700
AT4G10790	Os10g0520600
AT1G24470	Os11g0432600
AT3G19510	Os06g0229300
AT5G27560	Os06g0146300
AT5G58370	Os03g0816400
AT5G08030	Os01g0763600
AT1G19850	Os04g0664400
AT3G55960	Os01g0833100
AT5G36950	Os05g0417100
AT1G64860	Os08g0163400
AT2G02590	Os03g0800500
AT2G20280	Os01g0834700
AT1G70160	Os09g0392000
AT4G39420	Os01g0182900
AT5G03370	Os06g0264700
AT2G34680	Os07g0148800
AT3G18480	Os03g0710900
AT4G26310	Os03g0806400
AT1G77360	Os03g0761300
AT1G79830	Os05g0559900
AT5G62840	Os01g0660900
AT2G17140	Os02g0132100
AT4G02530	Os06g0705100
AT1G72040	Os01g0874100
AT4G38710	Os02g0439700
AT5G35980	Os02g0702500
AT5G45660	Os01g0727900
AT1G49245	Os07g0452700
